ShuttleLocation,ShuttleType,EngineType,EngineVendor,Engines,PassengerCapacity,CancellationPolicy,Crew,DCheckComplete,MoonClearanceComplete,Price,CompanyId,ShuttleId,ReviewScoresRating,ReviewScoresComfort,ReviewScoresAmenities,ReviewScoresTrip,ReviewScoresCrew,ReviewScoresLocation,ReviewScoresPrice,NumberOfReviews,ReviewsPerMonth,Id,CompanyRating,CompanyLocation,TotalFleetCount,IataApproved
Micronesia,Type V5,Quantum,ThetaBase Services,2,5,moderate,2,False,False,2157,44145,18478,90,9,9,9,9,9,9,64,0.83,44145,1,Rwanda,4,True
Niue,Type F5,Quantum,ThetaBase Services,2,3,moderate,2,True,False,1507,9689,20622,96,10,10,10,10,9,10,108,1.42,9689,1,Guinea,2,False
Bouvet Island (Bouvetoya),Type V5,Plasma,ThetaBase Services,1,2,strict,1,False,False,1910,37491,67772,99,10,10,10,10,10,10,40,0.58,37491,1,Lebanon,1,True
Russian Federation,Type V5,Quantum,ThetaBase Services,1,2,strict,1,False,False,1390,24112,67142,99,10,10,10,10,10,10,501,6.5,24112,1,Russian Federation,1,True
Nicaragua,Type V5,Plasma,ThetaBase Services,2,3,strict,2,False,False,2027,26089,66593,88,9,8,10,10,9,9,114,1.51,26089,1,Jersey,1,True
Switzerland,Type G0,Plasma,ThetaBase Services,1,1,moderate,1,True,False,1780,7251,34516,95,10,10,10,10,9,9,25,0.36,7251,1,Turks and Caicos Islands,3,True
Estonia,Type F5,Quantum,ThetaBase Services,1,2,strict,1,False,False,1520,7251,40563,99,10,10,10,10,9,10,14,0.18,7251,1,Turks and Caicos Islands,3,True
Anguilla,Type V5,Plasma,ThetaBase Services,3,7,strict,5,False,False,2820,44835,39287,87,9,8,9,10,8,9,220,3.04,44835,1,United Kingdom,3,False
Rwanda,Type F5,Quantum,ThetaBase Services,1,2,strict,1,False,False,1455,46421,13775,96,10,10,10,10,9,9,51,0.69,46421,0.8,Croatia,2,True
Malta,Type V5,Plasma,ThetaBase Services,1,4,strict,1,True,False,3015,24858,33088,100,10,10,10,10,10,10,43,0.6,24858,1,Indonesia,2,True
Gambia,Type F5,Quantum,ThetaBase Services,1,2,moderate,1,False,False,1520,29932,12633,98,10,10,10,10,10,10,122,1.61,29932,1,France,2,True
Bouvet Island (Bouvetoya),Type V5,Quantum,ThetaBase Services,1,2,moderate,2,True,False,1754,38836,43629,95,10,10,10,10,10,10,5,0.07,38836,1,Lebanon,3,False
Bouvet Island (Bouvetoya),Type V5,Quantum,ThetaBase Services,1,2,moderate,2,True,False,1754,38836,6108,95,10,10,10,10,10,9,8,0.12,38836,1,Lebanon,3,False
Niue,Type V5,Plasma,ThetaBase Services,1,3,strict,2,True,False,1845,14887,2549,94,9,9,10,10,9,9,59,0.79,14887,1,Guinea,1,False
Costa Rica,Type V5,Quantum,ThetaBase Services,1,1,strict,1,False,False,1598,39129,74500,93,9,10,9,10,10,9,71,0.97,39129,0.67,Mauritania,3,True
Bouvet Island (Bouvetoya),Type V5,Quantum,ThetaBase Services,1,2,strict,1,True,False,1650,43992,3183,88,9,9,9,9,9,9,335,4.49,43992,1,Uzbekistan,3,True
Malta,Type G0,Plasma,ThetaBase Services,1,3,strict,1,True,False,2872,37646,31400,83,9,9,7,8,9,8,15,0.24,37646,1,Estonia,60,False
United Kingdom,Type V5,Plasma,ThetaBase Services,1,2,strict,1,False,False,2417,39467,10451,98,10,10,10,10,10,10,208,2.77,39467,1,Nicaragua,4,True
Costa Rica,Type V5,Quantum,ThetaBase Services,1,1,moderate,1,False,False,1195,12980,75461,97,10,10,10,10,10,10,140,2.24,12980,1,Uzbekistan,3,True
Rwanda,Type Z6,Plasma,ThetaBase Services,2,6,flexible,2,False,False,2235,20229,42218,96,10,10,10,10,8,10,130,1.77,20229,1,Papua New Guinea,1,False
Nicaragua,Type V5,Plasma,ThetaBase Services,1,2,moderate,1,False,False,2040,47777,74153,96,10,10,10,10,10,10,10,0.19,47777,0,Isle of Man,1,True
Brazil,Type O3,Quantum,ThetaBase Services,6,2,strict,1,True,False,2170,10039,44037,97,9,10,10,10,10,10,7,0.12,10039,1,Vanuatu,6,True
Micronesia,Type V5,Plasma,ThetaBase Services,2,2,strict,2,False,False,2170,30460,75967,95,9,9,10,10,9,9,34,0.46,30460,0.8,Netherlands,1,False
Malta,Type V5,Quantum,ThetaBase Services,1,5,strict,3,True,False,2001,15756,66884,97,10,10,10,10,9,10,361,4.85,15756,0.94,Afghanistan,2,True
Costa Rica,Type V7,Quantum,ThetaBase Services,1,1,strict,1,False,False,1325,24738,27490,97,10,10,10,10,9,9,54,0.93,24738,1,Somalia,2,True
Brazil,Type O3,Quantum,ThetaBase Services,6,1,strict,1,True,False,1650,10039,17525,91,10,10,10,10,9,9,9,0.14,10039,1,Vanuatu,6,True
Brazil,Type O3,Quantum,ThetaBase Services,6,2,strict,1,True,False,2430,10039,2840,85,9,10,10,10,9,10,9,0.15,10039,1,Vanuatu,6,True
Kiribati,Type V2,Quantum,ThetaBase Services,1,2,moderate,1,False,False,1546,45941,12150,99,10,10,10,10,10,10,215,2.87,45941,1,United Kingdom,1,True
Switzerland,Type F5,Quantum,ThetaBase Services,1,1,strict,1,False,False,1195,49189,64586,94,9,9,9,10,9,10,28,0.65,49189,1,Turks and Caicos Islands,3,False
Costa Rica,Type V2,Plasma,ThetaBase Services,1,2,strict,1,False,False,1845,12980,22471,86,9,9,9,10,8,9,32,0.53,12980,1,Uzbekistan,3,True
United Kingdom,Type F5,Quantum,ThetaBase Services,1,2,flexible,1,False,False,1377,4265,30328,97,10,10,10,10,9,10,24,0.86,4265,1,Palestinian Territory,2,True
Sao Tome and Principe,Type O3,Quantum,ThetaBase Services,1,1,moderate,1,True,False,1520,6888,17099,97,10,10,10,10,10,10,139,1.86,6888,1,Sao Tome and Principe,1,True
Anguilla,Type V5,Plasma,ThetaBase Services,1,4,moderate,1,True,False,1780,22097,6907,91,9,9,9,10,9,9,46,0.65,22097,1,United Kingdom,1,True
Micronesia,Type V5,Plasma,ThetaBase Services,2,4,strict,2,False,False,3405,31244,47661,95,9,9,9,9,10,9,15,0.2,31244,0.57,Niger,4,True
Malta,Type V2,Quantum,ThetaBase Services,1,2,moderate,1,False,False,1520,22347,50250,95,10,10,10,10,10,9,52,0.7,22347,1,Brazil,2,True
Russian Federation,Type V5,Plasma,ThetaBase Services,1,4,moderate,1,False,False,1988,28780,61177,93,10,9,10,10,9,9,107,1.48,28780,1,Russian Federation,1,True
Brazil,Type F5,Quantum,ThetaBase Services,6,2,strict,1,True,False,2820,10039,69839,100,10,10,10,10,10,10,1,0.36,10039,1,Vanuatu,6,True
Niue,Type V2,Quantum,ThetaBase Services,1,1,strict,1,True,False,1182,40320,55222,96,10,10,10,10,9,10,50,0.68,40320,1,Niue,2,False
Micronesia,Type V5,Plasma,ThetaBase Services,1,4,strict,2,True,False,2430,10920,69433,99,10,10,10,10,10,10,65,0.89,10920,1,Kenya,2,True
Switzerland,Type F5,Quantum,ThetaBase Services,1,2,strict,1,True,False,1585,7251,58603,98,10,10,9,9,9,9,14,0.21,7251,1,Turks and Caicos Islands,3,True
Micronesia,Type V5,Plasma,ThetaBase Services,1,2,strict,1,False,False,2625,30023,71609,97,10,10,10,10,10,9,58,0.78,30023,0.75,Rwanda,1,True
Costa Rica,Type O3,Quantum,ThetaBase Services,1,2,strict,1,False,False,1494,28992,34260,99,10,10,10,10,10,10,85,1.5,28992,1,Jersey,1,True
Micronesia,Type V5,Plasma,ThetaBase Services,1,1,flexible,1,False,False,2040,25602,44337,93,10,8,9,10,9,9,17,0.23,25602,0.13,Kenya,2,False
Estonia,Type F5,Plasma,ThetaBase Services,3,8,strict,6,True,False,3249,13474,47511,92,9,9,10,10,9,9,19,0.44,13474,0.8,Zimbabwe,7,True
Wallis and Futuna,Type V5,Plasma,ThetaBase Services,1,2,moderate,1,False,False,2755,18269,48638,95,10,10,10,10,10,10,4,0.17,18269,0.86,Fiji,12,False
Guinea,Type V5,Plasma,ThetaBase Services,1,2,moderate,1,False,False,2560,18269,53360,93,10,10,10,9,10,9,8,0.33,18269,0.86,Fiji,12,False
Guinea,Type G0,Plasma,ThetaBase Services,1,2,moderate,1,False,False,3340,18269,41394,94,9,10,10,10,10,9,18,0.77,18269,0.86,Fiji,12,False
Rwanda,Type F5,Plasma,ThetaBase Services,2,4,moderate,2,False,False,3210,46421,23650,100,9,9,10,10,9,8,3,0.04,46421,0.8,Croatia,2,True
Rwanda,Type V5,Plasma,ThetaBase Services,1,2,strict,2,False,False,2651,49510,14578,96,10,10,9,10,9,10,24,0.35,49510,1,Croatia,1,True
Micronesia,Type V5,Plasma,ThetaBase Services,2,4,strict,2,False,False,4367,17178,33703,90,9,9,10,10,10,9,33,0.49,17178,0.25,Rwanda,1,True
Bouvet Island (Bouvetoya),Type V5,Quantum,ThetaBase Services,1,2,moderate,1,False,False,1455,12390,48668,100,10,10,10,10,10,10,7,0.33,12390,0.86,Uzbekistan,3,False
Costa Rica,Type V5,Quantum,ThetaBase Services,1,3,strict,1,False,False,1325,24738,34987,94,9,9,10,10,8,9,96,1.33,24738,1,Somalia,2,True
Russian Federation,Type V7,Plasma,ThetaBase Services,1,4,moderate,2,True,False,2027,25003,13543,89,9,9,9,9,9,9,57,1.04,25003,0.96,Latvia,9,True
Rwanda,Type V5,Quantum,ThetaBase Services,1,2,strict,1,False,False,1637,47396,45634,97,10,10,10,10,10,10,43,1.68,47396,1,Maldives,1,True
Bosnia and Herzegovina,Type F5,Nuclear,Warwick Technology Multinational,1,2,flexible,2,False,False,1195,27316,42873,100,8,10,10,10,8,10,1,0.07,27316,1,Puerto Rico,5,False
Bosnia and Herzegovina,Type F5,Quantum,ThetaBase Services,1,4,strict,4,False,False,1780,27316,72786,80,10,10,8,8,6,8,1,0.03,27316,1,Puerto Rico,5,False
Malta,Type Z6,Plasma,ThetaBase Services,1,5,strict,1,False,False,2612,1604,1069,94,10,9,10,10,9,10,32,0.45,1604,1,Tunisia,1,True
Malta,Type V5,Plasma,ThetaBase Services,1,4,strict,1,False,False,1845,12133,19758,92,9,9,10,10,10,9,48,0.75,12133,1,Mexico,4,False
Malta,Type V5,Quantum,ThetaBase Services,1,4,strict,3,True,False,2352,35593,76178,99,10,10,10,10,10,10,30,0.48,35593,1,Marshall Islands,3,False
Nicaragua,Type V5,Plasma,ThetaBase Services,1,2,strict,1,False,False,2170,24970,31938,96,10,10,10,10,10,10,148,2.1,24970,1,Cape Verde,1,True
Russian Federation,Type V5,Plasma,ThetaBase Services,2,8,strict,4,True,False,2859,28833,13144,83,9,8,9,9,8,8,258,3.74,28833,1,Venezuela,5,False
Micronesia,Type V5,Plasma,ThetaBase Services,1,1,moderate,1,False,False,2040,32875,50700,100,10,10,10,10,10,10,7,0.12,32875,0,Kenya,1,True
United Kingdom,Type F5,Quantum,ThetaBase Services,1,2,strict,1,False,False,1845,2255,71722,97,10,10,10,10,10,10,52,0.76,2255,1,Guinea,1,True
Russian Federation,Type V5,Plasma,ThetaBase Services,2,4,moderate,2,False,False,2547,40770,34003,100,10,9,10,10,10,10,11,1.3,40770,1,Tonga,2,False
Bouvet Island (Bouvetoya),Type V5,Quantum,ThetaBase Services,1,2,strict,1,False,False,1468,25105,28990,97,10,10,10,10,10,9,80,1.45,25105,1,Uzbekistan,2,True
Malta,Type V5,Quantum,SIT Technology Unlimited,1,2,moderate,1,False,False,1130,1360,63590,91,10,9,9,9,9,9,148,2.33,1360,0.86,Guernsey,1,False
Nicaragua,Type V5,Plasma,ThetaBase Services,2,4,strict,2,False,False,2365,1548,53906,100,10,10,10,10,9,10,11,0.16,1548,1,Jersey,1,True
Malta,Type F5,Quantum,ThetaBase Services,1,3,strict,1,False,False,1507,11275,71992,94,10,9,10,10,9,9,141,2.01,11275,1,Brazil,3,True
Malta,Type V2,Quantum,ThetaBase Services,1,2,strict,1,False,False,1221,11275,16922,95,10,10,10,10,9,9,230,3.31,11275,1,Brazil,3,True
Kiribati,Type F5,Quantum,ThetaBase Services,1,4,strict,2,False,False,1702,22321,6403,94,10,10,10,10,9,10,420,6.01,22321,1,United Kingdom,16,False
Barbados,Type V5,Plasma,ThetaBase Services,2,5,strict,3,False,False,4640,13365,27049,93,9,10,10,10,10,9,56,0.81,13365,1,Indonesia,7,True
United Kingdom,Type V5,Quantum,ThetaBase Services,2,4,flexible,2,False,False,1520,9616,37036,95,10,9,10,10,9,9,36,0.53,9616,1,Gibraltar,1,False
Guinea,Type V5,Plasma,ThetaBase Services,2,6,strict,3,False,False,3210,13331,27602,96,10,10,10,10,10,10,281,4.04,13331,1,Fiji,1,False
Faroe Islands,Type V5,Plasma,ThetaBase Services,3,10,moderate,4,True,False,3405,40927,19729,89,8,7,9,9,8,8,8,0.12,40927,1,Micronesia,3,False
Brazil,Type F5,Quantum,ThetaBase Services,1,1,strict,1,True,False,1455,21736,68844,99,10,10,10,10,10,10,20,1.31,21736,1,Vanuatu,4,False
Nicaragua,Type V5,Quantum,ThetaBase Services,1,3,strict,1,True,False,1650,25001,74895,91,9,9,10,10,9,9,276,4,25001,1,Saint Helena,1,False
Gambia,Type V5,Plasma,ThetaBase Services,3,7,strict,4,True,False,2560,33823,6919,79,9,7,9,9,9,8,48,0.73,33823,0.78,France,17,True
Bouvet Island (Bouvetoya),Type V5,Quantum,ThetaBase Services,1,2,strict,1,True,False,1585,43992,47327,87,9,9,9,9,9,9,349,5.05,43992,1,Uzbekistan,3,True
Niue,Type V2,Quantum,ThetaBase Services,1,1,strict,1,True,False,1195,40320,31752,91,9,9,9,10,9,9,20,0.32,40320,1,Niue,2,False
Kiribati,Type F5,Quantum,ThetaBase Services,1,3,strict,2,False,False,1494,22321,28427,92,9,9,10,10,9,9,324,4.7,22321,1,United Kingdom,16,False
Kiribati,Type F5,Quantum,ThetaBase Services,1,2,strict,1,False,False,1364,22321,14894,94,10,10,10,10,9,9,334,4.9,22321,1,United Kingdom,16,False
Kiribati,Type F5,Quantum,ThetaBase Services,1,2,strict,1,False,False,1364,22321,28859,94,9,10,10,10,10,9,307,4.5,22321,1,United Kingdom,16,False
Kiribati,Type F5,Quantum,ThetaBase Services,1,1,strict,1,False,False,1364,22321,34975,94,10,10,10,10,10,10,339,4.94,22321,1,United Kingdom,16,False
Nicaragua,Type V5,Plasma,ThetaBase Services,2,6,strict,2,False,False,3860,19943,53392,87,9,9,9,10,9,8,3,0.12,19943,0.63,Isle of Man,34,False
Bouvet Island (Bouvetoya),Type V2,Quantum,ThetaBase Services,1,2,moderate,1,True,False,1585,25637,73597,99,10,10,10,10,10,10,166,2.41,25637,1,French Guiana,3,True
United Kingdom,Type F5,Quantum,ThetaBase Services,1,4,strict,3,True,False,1325,39713,61925,93,9,10,10,10,8,9,99,1.47,39713,1,Denmark,4,False
United Kingdom,Type F5,Quantum,ThetaBase Services,1,2,strict,1,True,False,1221,39713,55947,96,10,10,10,10,9,9,90,1.32,39713,1,Denmark,4,False
Bouvet Island (Bouvetoya),Type V5,Plasma,ThetaBase Services,1,2,moderate,1,False,False,2430,29422,69379,94,10,9,10,10,9,9,35,0.51,29422,0.5,Uzbekistan,1,False
Bouvet Island (Bouvetoya),Type V5,Plasma,ThetaBase Services,2,5,strict,4,False,False,2170,41165,23346,96,10,9,10,10,9,9,10,0.15,41165,1,Lebanon,1,False
Nicaragua,Type V5,Plasma,ThetaBase Services,1,4,strict,1,True,False,2885,6224,10373,99,10,10,10,10,10,10,91,1.69,6224,1,Wallis and Futuna,2,True
Russian Federation,Type V5,Plasma,ThetaBase Services,1,2,moderate,1,False,False,2040,17771,71983,96,10,10,10,10,9,10,5,4.69,17771,0.9,Russian Federation,1,False
Malta,Type V5,Plasma,ThetaBase Services,1,5,strict,2,False,False,3470,12032,57324,100,10,10,10,10,10,10,2,0.12,12032,1,Mauritania,2,True
Malta,Type V5,Quantum,ThetaBase Services,1,4,strict,2,False,False,1390,12032,33313,91,9,9,10,10,9,9,55,1.27,12032,1,Mauritania,2,True
Bouvet Island (Bouvetoya),Type V2,Quantum,ThetaBase Services,1,2,moderate,1,True,False,1455,25637,25175,99,10,10,10,10,9,10,204,2.99,25637,1,French Guiana,3,True
Sao Tome and Principe,Type V5,Quantum,ThetaBase Services,1,3,strict,2,True,False,1650,17694,30792,100,10,10,10,10,10,10,45,1.14,17694,1,Isle of Man,4,True
Sao Tome and Principe,Type F5,Plasma,ThetaBase Services,3,6,moderate,4,False,False,2417,15356,51356,100,10,10,10,10,10,10,3,0.16,15356,0.8,Denmark,2,False
Malta,Type V5,Plasma,ThetaBase Services,1,2,strict,2,False,False,2105,48602,27023,98,10,10,10,10,9,10,189,2.81,48602,1,El Salvador,1,True
United Kingdom,Type V5,Plasma,ThetaBase Services,2,6,strict,3,False,False,2820,32603,53476,91,9,9,9,9,10,9,54,0.79,32603,0.83,Nicaragua,4,True
United Kingdom,Type V5,Plasma,ThetaBase Services,2,6,strict,3,False,False,3990,32603,73596,84,9,9,9,10,10,9,29,0.43,32603,0.83,Nicaragua,4,True
Russian Federation,Type G0,Plasma,ThetaBase Services,1,3,strict,1,True,False,2872,37646,41589,88,9,9,9,9,10,9,41,0.6,37646,1,Estonia,60,False
Niue,Type V5,Quantum,ThetaBase Services,1,2,strict,1,False,False,1416,48671,34146,88,9,9,10,9,9,9,155,2.33,48671,1,Guinea,3,True
Costa Rica,Type F5,Quantum,ThetaBase Services,1,1,flexible,1,False,False,1260,48349,1350,93,10,10,10,10,9,9,28,0.89,48349,1,Isle of Man,2,False
Marshall Islands,Type F5,Quantum,ThetaBase Services,1,2,moderate,1,False,False,1221,7051,61747,94,10,9,10,10,9,9,10,0.15,7051,0,Malta,1,False
Niue,Type V5,Quantum,ThetaBase Services,1,2,moderate,1,False,False,1169,41341,61765,100,10,10,10,10,9,10,7,0.1,41341,1,Guinea,3,True
Wallis and Futuna,Type V5,Plasma,ThetaBase Services,1,4,strict,3,True,False,1949,31074,23141,97,10,10,10,10,10,10,141,2.11,31074,1,Malta,4,True
United Kingdom,Type V5,Quantum,ThetaBase Services,1,2,flexible,1,False,False,1455,36196,67374,90,9,9,9,9,9,9,31,0.48,36196,0.9,Gibraltar,1,False
Russian Federation,Type V5,Plasma,ThetaBase Services,1,5,strict,2,False,False,1845,7696,25737,92,10,10,9,10,9,9,76,1.14,7696,0.97,Russian Federation,7,True
Barbados,Type V5,Quantum,ThetaBase Services,1,2,moderate,1,True,False,1975,42114,76216,90,9,9,9,10,10,9,55,0.83,42114,1,Sao Tome and Principe,3,True
Russian Federation,Type V5,Plasma,ThetaBase Services,2,4,moderate,2,False,False,2430,43542,10564,96,10,8,10,10,9,9,22,0.33,43542,0.67,Russian Federation,2,False
Niue,Type V5,Quantum,ThetaBase Services,1,1,flexible,1,True,False,1312,42860,7773,96,9,10,10,10,9,10,9,0.17,42860,1,Guinea,1,False
Niue,Type V5,Quantum,ThetaBase Services,1,2,strict,1,False,False,1650,30788,18305,96,10,10,10,10,9,10,4,0.06,30788,1,Niue,1,True
Niue,Type V5,Quantum,ThetaBase Services,1,2,moderate,1,False,False,1286,21363,61052,85,9,7,10,10,9,9,33,0.49,21363,1,Guinea,2,True
Bouvet Island (Bouvetoya),Type F5,Quantum,ThetaBase Services,1,2,strict,1,False,False,1455,11034,43117,99,10,10,10,10,10,10,86,2.59,11034,0.9,Chile,1,False
Bosnia and Herzegovina,Type Z6,Plasma,ThetaBase Services,2,3,moderate,2,True,False,1871,42183,32400,89,9,9,9,9,9,9,18,0.28,42183,1,Puerto Rico,1,True
Bouvet Island (Bouvetoya),Type V5,Plasma,ThetaBase Services,1,4,moderate,2,True,False,1767,35273,59191,96,10,10,10,10,9,10,100,1.5,35273,1,Chad,1,True
Nicaragua,Type V5,Plasma,ThetaBase Services,1,2,moderate,1,True,False,2352,20251,64124,99,10,10,10,10,10,10,211,3.16,20251,1,Jersey,1,True
Nicaragua,Type E3,Quantum,ThetaBase Services,1,2,strict,1,False,False,1715,46082,76782,94,9,10,10,10,9,9,44,0.66,46082,1,Isle of Man,1,True
Malta,Type V5,Plasma,ThetaBase Services,1,4,strict,2,False,False,2001,8223,14797,94,10,10,10,10,9,9,139,2.61,8223,1,El Salvador,2,True
Barbados,Type V5,Quantum,ThetaBase Services,1,2,strict,1,False,False,2300,1003,75305,99,10,10,10,10,10,10,236,3.54,1003,1,Tonga,1,True
Rwanda,Type V5,Plasma,ThetaBase Services,1,2,strict,1,False,False,2300,44234,3428,98,10,10,10,10,9,10,47,0.72,44234,0.9,Philippines,1,True
Barbados,Type V5,Plasma,ThetaBase Services,2,6,strict,3,True,False,3067,48769,54733,100,10,10,10,10,10,9,3,1.01,48769,1,Indonesia,4,True
Kiribati,Type F5,Quantum,ThetaBase Services,1,2,strict,1,False,False,1585,22321,1406,94,9,10,10,10,9,9,339,5.12,22321,1,United Kingdom,16,False
Nicaragua,Type V5,Plasma,ThetaBase Services,1,3,strict,2,False,False,2157,15559,34810,93,10,9,10,10,10,9,176,2.73,15559,1,Barbados,1,True
Kiribati,Type F5,Quantum,ThetaBase Services,1,1,strict,1,False,False,1312,22321,50726,93,9,10,10,10,9,9,347,5.26,22321,1,United Kingdom,16,False
Estonia,Type V2,Quantum,ThetaBase Services,1,2,strict,1,True,False,1195,27186,13848,91,10,10,10,10,9,9,137,2.09,27186,1,Zimbabwe,7,True
Rwanda,Type V5,Plasma,ThetaBase Services,2,10,strict,5,False,False,2170,32578,1769,100,10,10,10,10,10,10,6,0.09,32578,0.74,Zimbabwe,2,True
Nicaragua,Type V5,Plasma,ThetaBase Services,1,3,strict,1,True,False,2300,16370,1854,100,10,10,10,10,10,10,8,0.14,16370,0.5,Isle of Man,1,True
Malta,Type V5,Plasma,ThetaBase Services,0,2,flexible,1,True,False,1546,41741,35926,90,9,9,10,10,9,9,84,1.31,41741,1,Brazil,9,True
Malta,Type E3,Quantum,ThetaBase Services,1,2,flexible,1,False,False,2300,23088,3070,98,10,10,10,10,10,10,49,0.76,23088,1,El Salvador,1,True
Uzbekistan,Type V5,Plasma,ThetaBase Services,3,6,strict,3,True,False,3340,13103,3130,80,10,8,8,10,10,10,1,1,13103,1,Costa Rica,1,False
Anguilla,Type V5,Plasma,ThetaBase Services,1,4,strict,2,True,False,2365,1330,57779,95,10,10,10,10,9,10,16,0.87,1330,1,United Kingdom,1,True
Nicaragua,Type V5,Plasma,ThetaBase Services,1,2,strict,1,False,False,2560,25384,38794,95,10,9,10,10,10,9,61,0.95,25384,1,Slovakia (Slovak Republic),1,False
Micronesia,Type V5,Quantum,ThetaBase Services,1,1,strict,1,False,False,1390,11256,16063,94,10,10,10,10,10,9,221,3.53,11256,1,Kenya,1,False
Anguilla,Type F5,Quantum,ThetaBase Services,1,1,moderate,1,False,False,1247,36659,73821,97,10,10,10,10,9,10,21,0.33,36659,1,Anguilla,2,True
Malta,Type F5,Plasma,ThetaBase Services,2,4,moderate,2,False,False,3405,31993,40215,94,9,9,10,10,10,9,47,0.76,31993,1,Holy See (Vatican City State),1,True
Malta,Type V5,Plasma,ThetaBase Services,0,2,flexible,1,True,False,1598,41741,76542,86,9,10,10,10,10,9,17,1.41,41741,1,Brazil,9,True
Wallis and Futuna,Type V5,Plasma,ThetaBase Services,1,2,strict,1,False,False,1845,11076,16527,93,10,9,10,10,10,9,45,0.69,11076,1,Malta,1,True
Niue,Type V5,Quantum,ThetaBase Services,1,1,strict,1,False,False,1260,22438,75181,95,10,9,10,10,9,9,17,0.31,22438,0.9,Guinea,2,True
Gambia,Type V2,Quantum,ThetaBase Services,1,1,moderate,1,False,False,1364,11997,66941,100,10,10,10,10,10,10,4,0.16,11997,1,Mauritania,2,True
Malta,Type V5,Quantum,ThetaBase Services,1,1,flexible,0,False,False,1325,19776,4210,96,10,9,10,10,10,10,88,1.39,19776,1,Marshall Islands,2,True
Bouvet Island (Bouvetoya),Type V5,Plasma,ThetaBase Services,1,3,strict,1,False,False,2430,48200,73868,100,10,10,10,10,10,9,2,0.04,48200,0.57,French Guiana,1,True
Malta,Type F5,Plasma,ThetaBase Services,1,4,moderate,1,False,False,1975,16304,225,98,10,10,10,10,10,10,10,0.27,16304,1,Guernsey,1,False
Barbados,Type V5,Plasma,ThetaBase Services,3,8,moderate,5,True,False,4588,7561,38468,92,9,10,10,10,10,9,58,0.91,7561,1,Venezuela,6,True
Russian Federation,Type V5,Plasma,ThetaBase Services,2,6,strict,4,False,False,3470,14045,76406,94,9,9,10,10,10,9,67,1.05,14045,1,Tonga,2,True
Malta,Type V5,Plasma,ThetaBase Services,1,4,strict,2,False,False,2261,11833,12365,94,9,9,10,10,9,9,177,3.07,11833,0.9,Afghanistan,2,False
Anguilla,Type F5,Quantum,ThetaBase Services,1,1,strict,1,True,False,1260,40683,42162,93,10,10,10,10,9,9,22,0.56,40683,1,United Kingdom,2,True
Malta,Type V5,Quantum,ThetaBase Services,1,2,moderate,0,False,False,1468,48487,14681,97,9,9,10,10,9,9,33,0.52,48487,1,Tunisia,2,True
Costa Rica,Type F5,Quantum,ThetaBase Services,1,2,strict,2,False,False,1507,6060,68514,90,9,9,9,10,9,9,11,0.19,6060,1,Christmas Island,1,False
United Kingdom,Type F5,Quantum,ThetaBase Services,1,2,moderate,1,False,False,1195,24700,10644,91,9,9,10,9,8,9,45,0.78,24700,0.33,Denmark,1,True
Niue,Type F5,Quantum,"Banks, Wood and Phillips",1,2,moderate,1,False,False,1455,2046,62602,93,9,9,10,9,10,10,3,2.43,2046,1,Niue,1,False
Malta,Type V5,Quantum,ThetaBase Services,1,2,flexible,1,False,False,1533,6966,1282,97,10,10,10,10,9,9,121,1.91,6966,1,Afghanistan,1,True
